Date,Ethereum,Ronin,Flow,Solana,WAX,Polygon,Tezos,Panini,BNB Chain,Theta,Avalanche
2021-11-28,384474772.73545444,121237472.42028423,5317188.667248316,46008230.11718236,13511979.251040833,8403430.172999665,1182718.400090379,503192.45,34138.373181807096,35819.93059518052,3774013.213985324
2021-12-05,394421501.48495746,89740705.61499172,4272469.91549383,37436210.235768154,6114455.8564251475,6077089.74194587,1014263.0644478537,428940.27,157641.32745352443,6324.749507836694,1892468.7546749115
2021-12-12,566587684.5718826,62132925.24321552,9911873.817373885,35783406.70702205,4863181.090785886,10072149.05738326,1693402.6436621402,854403.1,18560.394452682332,10359.395394774598,2420299.5073469877
2021-12-19,368581148.3832021,46386573.599716924,15909014.473937795,59113799.044937655,3945310.8241480235,15467543.326582646,939796.3486381221,1053595.56,8563.902779506518,1208.7717475693553,3598382.3543800116
2021-12-26,655674171.9477426,42418917.509004064,12304930.392279489,50614146.34090106,3148329.8978287736,12184615.888448678,1052420.0752956902,1209143.2,108349.26406047939,678.1938939720883,7835893.766290948
2022-01-02,907759731.30346,36841765.23991356,13871432.983825361,85065949.12754518,3485533.9304067483,8877358.383751687,850530.9798085626,514996.77999999997,58784.29851618131,2519.0516878551116,12264124.319145236
2022-01-09,900235313.5975326,27931721.917347446,14321018.394734725,74299140.2094509,4368564.250540806,9870617.305707047,788050.4741342856,485039.54999999993,81784.15612057569,14880.617625815968,15687201.66799444
2022-01-16,707990290.9693134,34871157.2749423,13447189.881374013,57799303.95309794,6595973.190837234,11029170.07699303,855658.8773611545,534801.84,296363.7782174462,12743.784678773243,21039431.63051343
2022-01-23,765654016.2144331,17847979.347351916,14866628.902220994,58076748.115522616,5427346.9817233225,14948031.347559422,1015129.6155587533,599994.77,74431.30207055213,6975.346404953788,88437385.59297553
2022-01-30,1033830363.7219691,16347862.215568407,15248179.570757397,67339354.1130117,6134570.532504596,15423451.21887318,927531.1317284857,687891.0299999999,71619.22780428093,17993.62224934006,31376589.847000763
2022-02-06,685678165.4681895,32680674.593725473,12365278.87816296,56817531.94719834,6927182.107396492,12850707.38206536,812765.6366650608,491823.54,494064.29156629334,5766.358722334944,20379870.25894922
2022-02-13,489594879.2908825,20619331.43599955,14750396.100535166,40499598.38179833,7962395.874421746,12180166.619360007,468248.4953005861,773162.8899999999,679355.9969049486,5927.650372973621,24943992.390140604
2022-02-20,564809032.3099581,13752762.039364658,15441892.55508678,45938773.00059511,4683089.5636102995,13652211.436755039,1441259.716130029,623769.31,298964.11495876755,3706.806670526817,11458418.37728529
2022-02-27,401626824.16149765,11020058.898109669,12030069.662457727,40173960.11772186,3260843.0036246106,10065828.501214096,1261193.1946701927,483701.22,549298.9733415621,1928.140888743591,10159527.058549326
2022-03-06,342120640.61886686,8527188.875501035,8455188.153617939,28730274.350557927,3423680.5010355636,4432690.040903905,1233583.799919935,509616.03,686926.4497378977,3445.220203414953,12691126.289848063
2022-03-13,552143587.5969132,5439664.373375189,10346980.391033733,28918099.388184227,3311911.5079169646,10252100.430926446,947162.1287262767,856289.15,1150655.2141919257,1784.8522588746064,13041594.89523762
2022-03-20,491982731.53200126,6737017.525080597,10314860.93388321,52978007.61080812,3049194.711037655,7098677.518805006,860558.6670275098,818544.89,1129718.9412717167,3297.9041780972484,17797912.533645183
2022-03-27,682385683.5080802,3929731.8653192837,9882157.842053907,74740791.21946043,5249780.004785132,5972112.715813548,584537.990531357,549872.84,1410100.0902761556,945.8015629665515,17356920.421658
2022-04-03,633032816.3359381,5988099.86367637,9277431.545961898,55754886.31939624,4544613.82225249,4253880.679307002,346423.90515815956,685727.24,1497981.0937875037,2958.7630841820983,11159315.79321697
2022-04-10,590951713.0719784,4449813.615459326,8500694.053639116,59169683.79451163,2847477.9341711462,8372139.711649317,566777.0095500632,527608.6799999999,2037881.8929974323,5043.448741935397,10483549.416343104
2022-04-17,936791153.7279847,4646209.421499835,8676503.158192966,51374514.73244584,1979461.7927056542,5762846.948515064,1062915.061369425,471025.94,2624602.4095579265,17915.84675740095,7445122.696268572
2022-04-24,891509776.5535766,3755730.4981635706,8444823.35136006,126082756.86107187,1581256.9089721835,7912878.686709706,502971.18219507183,673383.71,3143327.86745256,9216.359330621544,5330250.414349495
2022-05-01,1639543450.7244797,2600667.3340679114,5074773.688366341,94793377.0022524,3257676.1682460685,9680922.209117604,644549.600374761,604696.8,2399512.1992589105,11379.659178938393,4936995.508639941
2022-05-08,557417165.470448,1650036.1529618117,4447958.619060646,44890456.21555291,2758148.3279715125,3548023.510286508,615819.295813363,483402.53,1888241.5946175845,8025.121726627678,2121574.183106364
2022-05-15,232035018.52658078,1272568.3402767074,4209283.3293726,54515910.567055486,1613652.128649911,2795930.852196549,1486266.3941572881,503639.1,83279926.88844608,2423.6427878493955,286382.3412578554
2022-05-22,223037320.7463985,1146101.0961317902,3495136.925587624,50195147.435700074,1539665.2203755868,1982890.8141726202,1065845.3308478917,572954.94,2060872.9345442657,3815.7084241032608,361927.32321964274
2022-05-29,246548309.1418574,988108.6247700809,3387483.666040708,30857472.234425,1339392.8863311028,1581718.669747158,1149077.696893666,1043897.48,7124506.73806219,11932.4344946907,245524.69351321412
2022-06-05,201827563.43366796,817825.7967891707,3179937.4116377947,23620315.60514389,956538.0349766756,2434298.4571157806,747930.1106534628,898601.92,4236952.7024995675,2625.295154191592,210717.04553784616
2022-06-12,160171330.16352314,758448.5493974881,2512620.887127363,18974509.370040655,1088931.0784979246,1645652.7482118558,675558.3556064274,591786.74,2968256.6778570507,3163.2241011400693,202050.24109312892
2022-06-19,118255406.80541824,584419.3347160992,2222181.510862372,25001460.754399575,761536.7928432918,1341441.0058345324,565176.6281769625,628067.8,3188953.1119303806,2073.177015283787,113463.72438655293
2022-06-26,117318935.14443633,475345.94107094046,1829966.005320228,13626434.27970859,646005.9201680616,1334223.1151948143,292407.1581790026,483734.83999999997,7421626.805105613,2171.9218138941487,256362.8372826866
2022-07-03,118894771.96796626,1195095.5391938062,1817891.4942434775,12087924.814109001,517827.5584491841,1052652.7428320935,146028.9742573079,508964.17000000004,4905406.056574604,4933.025447609748,679958.7298353366
2022-07-10,137863295.3811068,1298534.67744651,2150529.648644443,12192963.625118699,648286.7309586456,578278.9832258823,266955.54351277323,1136142.6800000002,5565229.7300923085,1337.3084555766295,420804.4349404471
2022-07-17,136934129.1509129,1310912.4324636513,3535192.94018067,14864977.372874431,477706.3080290387,559614.3058616018,134396.88085888285,1472014.96,4325403.333492182,1238.1174880802862,420158.64330690465
2022-07-24,86268797.94995312,846806.118119901,3415425.2069305778,10131941.167214984,448247.29107916285,508618.6134573886,66452.88815642186,463524.93999999994,1648875.938177163,417.06453392134415,163972.23442607402
2022-07-31,71988069.2837168,717292.3229059055,2985796.3478474016,9663910.13201623,371242.5929584117,543500.8656773224,97471.6477871557,297194.18,1609207.3185267812,533.6250437967526,130338.7093477778
2022-08-07,10254197.15261008,120416.74312312777,448367.0,1414179.1442054058,69196.99461738393,50555.84694214896,11844.575474180505,36034.0,227590.0368478834,232.3309606188732,20248.97437185049
